"POLY_ID","GG_ID","PERCENT_merged"
552002,15,49
552003,1,84
552004,1,64
552005,1,33
552006,1,72
552007,1,78
552008,1,86
552009,12,30
552010,1,81
552011,1,77
552012,1,59
553001,15,84
553002,13,35
553003,15,64
553004,15,52
553005,15,51
553006,1,37
553007,15,77
553008,15,53
553009,1,86
553010,15,59
553011,1,48
553012,15,90
553013,15,94
553014,15,39
553015,15,94
553016,15,83
553017,15,84
553018,15,70
553019,15,88
553020,15,87
553021,15,70
553022,15,80
553023,15,50
553024,15,69
553025,15,97
553026,15,80
553027,15,64
553028,1,70
554001,1,73
554002,15,50
555001,1,70
555002,1,84
555003,13,64
555004,13,67
555005,13,55
555006,1,47
555007,1,82
555008,15,65
555009,1,52
555010,1,92
555011,1,49
555012,15,74
555013,15,33
555014,13,36
555015,15,47
555016,15,72
555017,1,41
556001,1,79
556002,1,77
556003,15,84
556004,15,78
556005,15,82
556006,15,76
556007,15,91
556008,15,41
556009,1,46
556010,15,90
556011,15,74
556012,15,78
556013,15,85
556014,15,79
556015,15,79
556016,15,90
557001,15,80
557002,15,69
557003,13,56
557004,15,87
557005,15,83
557006,15,87
557007,13,60
557008,15,75
557009,15,96
558001,15,77
558002,15,80
558003,19,74
558004,15,79
558005,15,88
558006,15,91
558007,15,78
558008,15,90
558009,15,88
558010,13,70
558011,13,50
559001,19,66
560001,15,90
560002,15,75
560003,15,73
560004,15,74
560005,15,71
560006,15,75
560007,15,95
561001,15,91
561002,15,63
562001,15,85
562002,15,91
562003,15,87
563001,15,100
564001,15,90
564002,15,78
564003,15,100
564004,1,42
564005,15,73
564006,15,85
564007,15,89
564008,15,37
564009,15,70
564010,15,81
564011,15,58
564012,15,79
564013,13,64
565001,13,54
565002,15,47
565003,13,80
565004,15,89
565005,15,66
565006,15,80
565007,15,63
565008,15,68
565009,15,70
565010,15,79
565011,15,67
565012,15,90
565013,15,76
565014,15,71
565015,15,72
565016,15,77
565017,15,85
565018,15,77
565019,15,53
565020,15,75
565021,13,50
565022,13,50
565023,15,82
565024,15,65
565025,15,87
566001,15,63
566002,15,45
566003,13,46
566004,15,52
567001,15,76
567002,15,92
567003,15,87
567004,15,100
567005,15,100
567006,15,68
567007,15,70
567008,15,87
568001,15,82
568002,15,86
568003,15,80
568004,15,90
568005,15,79
568006,15,100
568007,15,59
568008,15,80
568009,15,74
568010,15,65
568011,15,62
569001,13,47
569002,15,70
569003,15,64
569004,15,59
569005,13,80
569006,15,60
569007,13,53
569008,13,59
569009,13,44
569010,15,87
570001,13,95
570002,13,76
570003,13,80
570004,13,95
570005,19,95
570006,13,75
570007,13,90
570008,13,80
570009,13,100
570010,15,83
571001,15,70
571002,19,87
571003,15,49
571004,24,63
572001,15,80
572002,15,85
572003,15,90
572004,15,85
572005,19,73
572006,15,100
572007,13,80
574015,14,40
574016,4,40
574017,14,50
574018,14,40
574019,18,40
576003,4,40
576004,18,40
576005,16,40
576006,4,70
576007,4,40
576008,18,50
576009,18,50
576010,4,50
576011,24,60
576012,4,60
577001,24,70
577002,24,70
578001,4,60
578002,18,60
578003,18,80
579001,4,70
579002,4,70
579003,4,60
579004,24,50
579005,4,60
579006,4,70
580001,16,50
580002,14,80
580003,14,40
581002,18,60
581004,16,50
581005,24,100
581006,18,60
581007,18,60
581008,18,60
581009,16,50
581010,18,60
581011,12,60
581012,16,60
582002,16,60
582004,16,70
582005,18,70
582007,16,70
583001,16,70
583002,16,70
583003,16,70
583004,16,80
583005,16,80
583006,16,80
583007,16,60
583008,16,80
583009,16,50
583010,12,60
583011,16,70
583012,16,60
583013,16,65
583014,16,80
583015,16,70
583016,16,60
583017,18,100
583018,16,70
583019,16,54
584001,16,60
584002,16,60
584003,16,70
585002,16,90
585003,16,100
585004,24,100
585005,16,40
585006,16,50
585007,16,90
585008,16,90
585009,12,65
585010,16,80
585011,16,60
585012,16,80
585013,16,90
585015,16,55
585018,18,40
585020,16,85
585021,16,45
585023,16,80
585024,16,65
585025,16,75
585026,16,35
585027,16,50
586001,27,60
586002,16,60
586003,16,70
586004,16,85
586005,16,75
586006,12,30
586007,27,60
586008,14,70
586009,14,50
586010,24,60
586011,13,50
586012,16,70
586013,16,70
586014,16,50
586015,16,50
586016,16,60
587001,16,70
587002,2,70
587003,16,90
587004,25,50
587005,2,70
587006,16,90
588001,16,60
588002,16,60
588003,16,70
588004,16,90
588005,16,80
588006,16,60
588007,24,80
588008,24,90
588009,16,85
588010,8,60
588011,16,70
588012,16,70
588013,16,80
588014,16,90
589001,16,50
589002,16,80
589003,16,80
589004,18,50
589005,16,60
590001,16,60
590002,16,70
590003,16,70
590004,16,80
590005,16,70
590006,16,85
591001,16,60
591002,16,50
591003,24,100
591004,28,40
591005,28,60
591006,16,50
591007,16,80
591008,24,85
591009,16,55
591010,12,60
591012,16,55
591013,16,85
591014,13,60
591015,16,90
591016,16,60
591017,16,45
591018,16,75
591019,16,83
591020,16,42
591021,18,70
591022,16,75
591023,16,75
591024,16,90
591025,16,70
591026,24,88
591027,16,60
591028,24,75
591029,16,85
591030,16,75
591031,16,90
591032,16,100
591033,16,45
591034,16,90
591035,16,90
591036,2,50
591037,16,85
591038,24,70
591039,16,65
591040,16,42
591041,16,70
591042,16,60
591043,8,38
591044,16,80
591045,16,80
591046,28,60
591047,16,70
591048,16,80
591049,16,40
592001,16,60
592002,16,80
592003,16,85
592004,16,70
592005,16,50
592006,16,80
592007,16,80
592008,13,60
592009,27,50
592010,13,50
592011,13,50
593001,8,50
593002,16,50
593003,16,95
593004,16,100
593005,16,80
594001,16,80
594002,16,90
594003,16,80
594004,16,95
594005,16,80
595001,8,60
595002,24,90
595003,16,50
596001,24,90
596002,16,70
596003,16,70
596004,16,90
596005,16,90
596006,16,90
596007,24,70
596008,16,80
596009,2,40
596010,16,50
597001,24,90
597002,16,90
597003,16,70
597004,16,60
597005,16,70
598001,16,80
598002,16,40
598003,16,100
598004,16,90
598005,16,80
599001,7,60
599002,26,50
599003,16,50
600001,24,70
600002,16,40
600003,2,50
600004,16,70
600005,2,50
601001,16,80
601002,16,80
601003,16,60
601004,16,70
601005,16,50
601006,2,40
601007,16,60
602001,16,70
603001,16,60
604001,16,50
604002,18,50
604003,16,50
604004,16,70
605001,16,80
605002,16,80
605003,16,50
605004,16,70
605005,4,40
605006,16,60
606001,16,40
606002,11,40
606003,11,40
606004,11,40
606005,11,40
607001,7,70
607002,16,40
607003,16,40
607004,18,70
607005,16,40
607006,18,80
607007,16,40
607008,16,40
607009,16,60
607010,16,60
607011,16,60
607012,16,50
607013,18,80
607014,16,50
607015,16,60
607016,16,60
607017,16,40
608001,27,50
608002,16,40
608003,18,60
608004,18,60
608005,18,60
608006,16,40
608007,12,40
609001,7,70
609002,18,60
609003,18,50
609004,18,60
609005,18,60
609006,18,70
609007,18,60
609008,18,60
609009,18,50
610001,16,80
610002,16,75
610003,16,84
610004,2,50
610005,16,70
610006,16,50
610007,16,80
610008,16,90
610009,16,70
610010,16,60
610011,16,40
610012,16,80
610013,2,50
610014,13,40
610015,16,60
610016,16,70
610017,16,50
610018,16,85
610019,16,70
610020,13,50
610021,12,50
611001,16,40
611002,16,90
611003,16,90
611004,16,80
612001,16,60
612002,18,70
612003,16,40
612004,16,60
612005,16,70
612006,13,60
612007,16,60
612008,16,70
612009,13,30
613001,16,40
613002,16,40
613003,18,70
614001,16,60
614002,2,40
614003,2,40
615001,16,70
615002,16,60
615003,18,40
615004,16,80
615005,24,100
615006,16,70
615007,18,50
615008,16,70
615009,16,40
615010,16,70
615011,16,60
615012,16,80
615013,16,85
616001,2,40
616002,18,40
616003,16,70
616004,16,50
616005,4,40
616006,13,60
616007,16,60
617001,16,90
617002,16,80
617003,16,70
617004,16,60
618001,16,70
618002,16,60
618003,16,70
618004,16,70
618005,16,45
618006,16,80
618007,16,45
618008,16,65
618009,16,80
618010,16,90
618011,16,35
618012,16,60
618013,16,76
618014,16,70
618015,16,70
618016,16,100
618017,16,60
618018,16,60
618019,16,78
618021,16,70
618025,2,60
618029,2,50
618030,16,50
618031,16,40
618032,16,40
618033,16,40
618034,16,70
618035,12,50
618036,16,60
618037,16,80
618038,16,80
618039,16,60
618040,16,40
618041,16,60
618042,16,40
618043,2,60
618044,16,60
619001,16,80
619002,16,40
619003,16,50
619004,16,70
619005,16,60
619006,16,50
619007,16,70
619008,16,70
619009,16,80
619010,16,60
620001,16,70
620002,16,60
621001,16,60
621002,16,70
621003,16,40
621004,16,70
621005,16,50
621006,16,90
621007,14,50
621008,16,60
621009,16,50
621010,16,70
621011,16,80
621012,16,60
621013,16,80
621014,16,80
622001,16,80
622002,16,45
622003,16,80
622004,16,80
623001,16,60
623002,16,70
623003,18,40
623004,16,60
623005,18,40
623006,18,70
623007,16,70
623008,16,60
623009,16,80
623010,18,70
623011,16,80
623012,16,80
623013,18,40
623014,18,40
623015,16,70
623016,16,60
623017,16,70
623018,16,60
624001,16,95
624002,16,80
624003,16,80
624004,16,90
625001,16,80
625002,16,70
625003,16,50
625004,16,50
625005,16,90
625006,16,70
625007,25,60
625008,16,50
625009,16,50
625010,16,40
625011,16,80
626001,16,70
626002,16,40
626003,16,80
626004,18,70
626005,16,80
626006,16,70
626007,16,50
626008,16,70
626009,16,80
627001,16,80
627002,16,70
627003,16,50
627004,16,70
627005,16,70
627006,16,90
628001,16,80
628002,16,80
628003,16,70
628004,16,40
628005,16,60
628006,16,80
628007,16,80
628008,16,90
628009,16,60
629001,16,80
629002,16,90
629003,16,90
629004,16,70
629005,16,90
629006,16,70
629007,16,85
629008,16,90
630001,16,70
630002,16,70
630003,16,80
630004,16,80
631001,16,50
631002,16,50
632001,18,70
632002,4,30
632003,4,60
632004,18,60
632005,4,80
632006,4,70
632007,4,60
632008,18,60
632009,2,40
632010,24,60
632011,14,40
633001,4,70
633003,4,70
633011,18,70
633016,4,60
633021,4,90
633025,4,80
634001,14,40
634002,18,70
634003,4,80
635001,16,50
635002,18,70
635003,7,80
635004,18,70
637001,7,80
637002,18,50
637003,18,50
637004,16,80
637005,24,50
637006,4,70
637008,4,50
637009,4,70
637016,4,70
637018,18,70
638001,14,40
638002,16,70
638003,16,70
638004,16,60
638005,16,80
638006,16,80
638007,18,70
638008,16,50
638009,16,40
638010,16,80
638011,18,80
639001,18,70
641001,16,60
641002,4,50
641006,18,80
641010,4,40
644001,18,50
644002,18,80
644005,16,40
647012,16,38
650001,16,80
650002,16,90
650003,16,40
650004,16,85
650005,16,40
650006,16,70
650008,16,90
652003,16,89
652004,16,52
652005,16,69
657012,16,92
657013,16,74
657015,18,55
657016,16,76
658014,16,42
659009,2,44
660005,16,67
660006,16,58
660008,16,76
660009,16,67
660010,16,87
661008,16,57
661011,16,83
661013,16,91
661015,16,97
662020,17,43
669003,14,50
669009,18,45
672004,17,45
672005,8,76
672006,17,85
672009,17,83
672010,17,49
672011,8,83
672012,17,77
677002,17,40
678001,16,80
678002,16,85
678003,4,50
678004,24,100
678005,18,70
678006,16,80
678007,16,80
678008,16,50
678009,16,90
678010,24,55
678011,16,70
678012,16,70
679001,16,85
680001,16,70
680002,16,90
680003,2,80
680004,16,70
680005,7,60
680006,16,49
680007,16,86
680008,16,72
680009,16,67
680010,24,70
680011,16,87
680012,16,81
680013,16,30
680014,16,65
680015,16,89
681001,16,90
681002,8,60
681003,13,100
681004,16,80
681005,8,50
681006,13,40
682002,2,28
682006,16,100
682008,13,95
682009,16,35
682010,16,77
682012,2,64
682014,2,46
683001,7,80
683002,7,55
683003,8,40
684001,16,40
684002,16,85
684003,16,90
684004,16,85
684005,16,75
684006,16,85
684007,16,70
684008,16,85
684009,16,90
684010,24,50
684011,16,90
684012,24,90
685001,16,51
685002,16,60
685003,16,68
685004,16,85
685005,18,34
686001,16,80
686002,16,79
686003,16,74
686004,16,87
686005,16,69
686006,16,90
687001,7,40
687002,7,40
687003,24,62
687004,7,46
687005,8,58
687006,7,71
687007,7,66
687008,16,87
687009,8,100
687010,8,60
687011,8,46
687012,8,65
688001,16,70
688002,24,80
688003,16,80
688004,8,50
689001,16,81
689002,16,63
689003,8,40
689004,8,61
689007,8,80
689009,8,79
689011,16,78
689012,16,71
689013,8,74
690004,16,25
690006,2,63
690007,16,84
690008,16,73
690009,8,57
690010,8,72
690011,7,77
690012,8,68
690013,8,86
690014,8,50
691003,2,45
691004,2,60
691006,17,70
691009,8,44
691012,17,33
692001,16,60
692002,16,65
692003,16,80
692004,24,70
692005,24,70
692006,16,85
692007,16,85
692008,16,80
692009,16,70
692010,16,70
693001,16,61
693003,8,86
693004,8,45
693005,8,47
693006,8,36
693007,16,71
693009,16,83
693010,8,96
693011,16,51
693012,16,55
694001,8,84
694002,8,67
694003,17,70
694004,8,84
694005,8,50
695001,7,77
695002,16,16
695003,8,54
695004,7,61
696001,8,64
696002,8,85
696003,8,41
696004,7,51
696005,8,66
696006,8,86
696007,2,32
696008,7,67
696009,8,45
696010,7,54
696011,16,31
696012,7,74
696013,7,82
696014,8,63
696015,8,74
697004,8,75
697005,8,75
698001,8,58
698002,2,32
698003,16,42
698004,2,81
698005,8,43
698006,2,65
698007,16,35
698008,16,92
698009,8,39
698010,8,39
698011,2,44
698012,8,38
699001,16,74
699002,16,71
700002,16,73
700003,16,80
700005,16,77
700006,16,43
700007,17,100
700008,16,58
701001,2,39
701002,2,58
701003,18,10
701004,24,42
701005,7,94
701006,25,38
701007,8,59
701008,7,49
701009,7,85
701010,7,84
702001,7,48
702002,7,65
702003,7,86
702004,7,76
702005,7,60
702006,8,54
702007,7,45
702008,8,55
702009,7,91
702010,7,72
702011,7,91
703001,16,80
703002,16,85
703003,16,95
703004,16,55
703005,8,70
703006,16,85
703007,16,95
704002,16,45
704003,8,67
704004,8,79
704005,8,80
704006,8,67
705001,8,68
705002,7,86
705003,8,52
705004,7,89
705005,8,45
705006,7,48
705007,7,58
705008,16,38
706001,8,56
706002,16,39
706003,16,46
706004,16,72
706005,8,76
706006,16,41
706007,16,47
706008,16,37
707001,16,70
707002,8,52
707003,8,42
707004,16,69
707005,16,52
707006,16,65
707007,8,57
707008,7,63
707009,7,61
707010,8,69
707011,16,82
708001,16,50
708002,16,50
708003,16,90
708004,8,80
708005,16,80
708006,16,90
709001,8,80
709002,8,77
709003,8,100
709004,7,91
709005,7,74
709006,8,87
709007,7,65
709008,8,26
709009,8,87
709010,16,52
709011,8,56
709012,7,85
709013,7,82
709014,8,76
709015,8,56
709016,7,11
709017,8,45
709018,8,66
709019,7,88
709020,24,55
709021,8,77
710001,16,73
710002,16,88
710003,16,90
710004,16,64
710005,16,78
710006,16,57
710007,16,67
710008,16,87
710009,16,78
711001,16,66
711002,16,79
711006,16,83
711007,16,92
712003,17,50
712006,16,61
714001,16,87
714002,16,54
714003,16,63
714004,16,73
714005,16,26
714007,16,62
714008,16,50
714009,16,67
714010,16,46
714011,8,79
714012,17,89
714013,16,80
714014,16,60
714015,16,79
714016,17,52
714017,16,61
714018,16,77
714019,16,66
715001,16,79
715002,16,56
715003,16,55
715004,16,78
715005,24,55
715006,16,58
716001,8,38
716002,16,38
716003,16,65
717001,24,29
717002,2,37
717003,18,52
717004,18,38
717005,13,50
717006,13,43
717007,16,34
717010,18,55
717011,8,31
717012,8,39
717013,7,63
717014,7,68
717015,7,72
718001,2,35
718004,18,30
720001,8,40
723002,2,45
723003,18,30
723004,8,40
723005,2,30
723006,8,35
723007,2,42
723008,13,40
723009,14,45
723010,13,75
723011,8,49
724002,8,30
724003,2,40
724004,18,58
724005,13,50
724006,13,32
724007,13,53
724008,7,30
724009,8,58
724010,14,75
724011,8,50
724012,8,71
726001,8,62
726002,8,64
726003,13,44
726004,13,73
726005,7,60
727001,27,40
727002,7,80
727003,7,90
727004,8,90
727005,24,70
727006,7,90
727007,16,80
727008,8,90
727009,7,60
727010,7,50
727011,7,90
727012,7,70
727013,7,60
727014,7,80
728001,7,70
728002,7,95
728003,7,40
728004,8,60
728005,7,70
728006,7,90
729001,7,45
729002,7,80
729003,7,90
729004,7,83
729005,7,95
729006,7,90
729007,7,73
729008,25,8
729009,7,95
729010,7,88
729011,24,23
729012,7,95
729013,7,97
729014,7,95
729015,7,84
729016,7,61
729017,7,94
729018,7,90
729019,7,94
729020,7,96
729021,16,47
729022,7,94
729023,7,95
729024,7,67
730001,7,70
730002,7,90
730003,7,90
730004,7,95
730005,7,90
730006,7,90
730007,7,95
730008,24,70
730009,7,90
730010,7,95
730011,7,90
731001,27,70
731002,27,60
731003,27,60
731004,27,90
731005,27,70
731006,24,70
731007,7,95
731008,27,70
731009,7,70
731010,7,70
731011,27,55
731012,7,70
731013,27,70
731014,27,90
731015,7,80
731016,6,50
732001,16,85
733001,7,68
733002,7,84
733003,7,48
733004,7,60
733005,7,81
733006,7,87
733007,7,90
733008,7,90
733009,7,92
733010,7,75
733011,7,92
733012,7,80
734001,25,40
734002,24,34
734003,7,58
734004,7,61
735001,7,97
735002,7,81
735003,7,72
735005,7,86
735006,7,92
735007,7,90
735008,7,100
736001,7,76
736002,7,92
736004,7,91
736005,7,95
736006,7,94
736007,7,89
736008,7,90
736009,7,90
736010,7,98
736011,7,94
736012,7,93
737001,7,90
737002,7,90
737003,7,90
737004,7,90
737005,7,90
738001,7,90
738002,7,90
738003,7,90
738004,7,80
738005,24,70
738006,6,80
738007,6,80
739001,6,95
739002,6,90
739003,25,54
739004,6,71
739005,6,72
740001,7,75
740002,7,80
740003,7,90
740004,24,100
740005,7,90
740006,7,80
740007,7,80
740008,24,100
740009,6,75
741001,7,92
741002,7,82
741003,7,94
741004,7,91
741005,7,88
741006,7,91
741007,7,90
741008,13,18
741009,7,89
741010,7,85
741011,7,87
741012,7,90
742001,7,95
742002,7,97
742003,24,92
743001,6,89
743002,6,95
743003,6,92
744001,7,85
744002,7,95
744003,24,100
744004,7,95
744005,7,60
745001,7,91
745002,7,86
745003,7,89
745004,7,80
745005,7,87
745006,7,86
745007,7,77
745008,7,85
745009,7,97
745010,7,88
745011,7,70
745012,7,84
745013,7,76
745014,7,85
745015,7,84
745016,7,86
746001,7,85
746002,7,90
747001,7,80
747002,7,88
747003,7,75
747004,7,93
747005,7,79
748001,7,80
748002,7,87
748003,7,63
748004,16,48
748005,7,85
748006,7,86
748007,8,54
748008,7,76
748009,8,59
748010,8,69
748011,16,80
748012,7,85
748013,16,50
748014,7,68
748015,7,86
748016,7,65
748017,7,84
749001,7,78
749002,7,87
749003,7,80
749004,7,87
749005,7,73
749006,7,89
749007,7,81
749008,7,87
749009,7,90
749010,7,88
750001,7,80
750002,7,85
750003,24,60
750004,7,90
750005,7,70
750006,7,95
750007,7,90
750008,7,100
751001,7,74
751002,7,71
751003,7,82
751004,7,86
751005,7,80
751006,24,61
751007,7,85
752001,7,78
752002,7,82
752003,7,82
752004,7,88
752005,7,94
752006,7,80
752007,7,90
752008,7,89
752009,7,50
752010,7,89
752011,7,88
752012,7,54
752013,7,89
752014,8,76
752015,7,88
752016,7,89
752017,7,84
752018,7,88
752019,7,14
753001,24,55
753002,7,70
753003,7,80
753004,7,69
753005,7,85
753006,7,70
753007,7,85
753008,7,83
753009,24,45
753010,7,82
753011,7,90
753012,7,90
753013,7,80
754001,7,88
754002,7,88
754003,7,70
754004,7,11
754005,7,87
754006,7,94
754007,7,89
754008,7,75
754009,7,98
754010,7,97
754011,7,87
755001,6,95
755002,6,88
755003,6,82
756001,7,80
756002,7,87
756003,7,81
756004,8,57
756005,7,83
756006,7,87
756007,7,62
756008,7,82
757001,24,70
757002,8,89
757003,7,87
757004,7,95
757005,18,90
758001,7,90
758002,7,87
758003,7,78
758004,7,82
758005,7,55
758006,7,95
758007,24,75
758008,7,79
758009,7,90
758010,7,72
758011,24,80
759001,7,100
760001,7,76
760002,7,87
760003,7,91
760004,7,92
760005,7,87
761001,7,83
761002,7,65
761003,16,72
762001,6,76
762002,6,84
762003,6,77
762004,7,91
762005,7,87
763001,7,75
763002,7,98
763003,7,55
763004,7,60
763005,13,60
763006,7,91
763007,24,75
763008,7,45
763009,7,90
763010,7,95
763011,26,30
764001,7,75
764002,8,60
764003,7,90
764004,8,72
764005,7,85
765001,7,97
765002,7,95
765003,7,85
765004,7,92
765005,7,95
765006,7,87
765007,7,75
765008,7,93
765009,7,94
766001,7,80
766002,7,73
766003,7,75
766004,7,70
766005,8,85
766006,8,60
766007,7,88
766008,7,78
766009,7,93
766010,24,73
767001,6,96
767002,6,97
767003,6,100
767004,6,77
767005,6,100
767006,30,46
767007,6,44
767008,6,23
767009,6,78
767010,6,89
767011,6,70
767012,6,100
767013,6,93
767014,6,90
767015,6,88
768001,6,95
768002,6,100
769001,27,70
769002,6,55
769003,27,90
769004,27,90
769005,27,90
770001,6,95
770002,6,87
770003,6,100
770004,6,63
770005,24,35
770006,6,87
770007,6,92
770008,6,87
770010,24,71
771001,6,95
771002,6,100
771003,6,80
771004,6,95
771005,6,88
771006,6,80
771007,6,88
771008,6,95
772001,6,96
772002,6,88
773001,6,84
773002,6,84
773003,6,90
773004,6,86
773005,6,81
773006,6,95
773007,6,88
773008,6,80
773009,26,58
774001,6,89
774002,6,88
774003,6,87
774004,6,83
775001,6,80
775002,6,88
775003,6,95
775004,6,94
776001,24,78
776002,6,91
776003,24,45
776004,24,92
776005,24,71
777001,27,80
777002,27,90
777003,6,50
778001,6,78
779001,6,80
779002,6,75
780001,30,52
780002,6,36
780003,30,57
780004,6,95
780005,6,73
780006,30,49
781001,31,70
781002,31,80
781003,24,100
781004,6,80
781005,6,100
781006,6,85
781007,6,90
781008,6,100
781009,6,90
782001,6,89
782002,6,72
782003,6,87
782004,6,82
782005,27,44
782006,6,89
782007,6,94
782008,6,95
782009,6,85
782010,6,88
782011,6,86
782012,6,75
782013,6,65
782014,6,89
782015,6,8
782016,6,93
783001,6,81
783002,6,82
783003,7,75
784001,6,85
784002,6,86
784003,6,94
784004,6,79
784005,6,90
784006,6,85
785001,6,87
785002,6,76
786001,6,95
786002,6,90
786003,7,90
786004,6,100
786005,6,80
786006,24,100
786007,6,95
787001,6,90
787002,5,100
787003,24,100
787004,6,90
788001,6,100
788002,6,100
789001,5,89
789002,24,73
789003,6,90
789005,6,72
789006,6,95
789007,6,98
789009,6,100
790001,6,100
790002,24,90
790003,6,100
791001,6,100
791002,6,100
791003,7,100
792001,30,54
792002,6,37
792003,5,79
792004,30,87
792005,6,90
792006,6,45
792007,30,77
792008,6,88
792009,26,54
792010,30,95
793001,6,100
793002,6,100
793003,6,70
793004,6,100
793005,6,100
793006,24,100
793007,6,100
793008,24,100
793009,6,95
793010,6,100
793011,6,100
793012,6,100
793013,6,95
793014,6,100
793015,6,90
793016,6,85
793017,6,85
794001,6,76
794002,6,50
794003,6,41
794004,6,54
795001,27,75
795002,27,81
795003,6,39
795004,26,43
795005,6,73
796001,6,74
796002,7,5
796003,6,75
796004,6,52
796005,7,54
797001,6,95
797002,6,80
797003,6,95
797004,6,90
798001,7,95
798002,7,90
798003,7,90
798004,7,90
798005,24,60
798006,7,70
798007,7,90
798008,7,90
798009,7,90
798010,7,90
798011,7,95
799001,7,90
800001,7,90
800002,7,80
800003,6,100
800004,7,90
800005,7,100
800006,7,100
800007,7,90
801001,7,90
801002,7,90
802001,7,100
802002,7,80
802003,7,80
803001,27,31
803002,5,75
803003,5,25
803004,27,51
803005,30,43
803006,5,56
803007,5,82
803008,5,90
803009,30,60
804001,5,55
804002,27,50
804003,27,80
804004,5,70
805001,27,40
805002,5,90
805003,5,70
805004,5,58
805005,5,94
805006,5,75
805007,5,80
805008,5,69
806001,27,90
806002,27,90
806003,27,60
806004,6,60
806005,27,50
806006,27,60
806007,27,50
806008,27,40
806009,24,95
806010,28,50
806011,28,80
806012,28,40
807001,5,89
807002,5,87
807003,5,76
807004,5,91
807005,5,92
807006,5,89
807007,5,90
808001,30,36
808002,5,53
808003,5,90
808004,30,85
808006,5,94
808007,30,93
808008,5,22
808009,30,57
808010,5,72
808011,5,65
808012,5,49
808013,30,65
808014,30,62
808015,5,51
808016,16,30
808017,5,35
809001,6,45
809002,6,80
809003,6,60
809004,5,60
809005,28,75
809006,5,90
809007,5,64
809008,5,90
809009,5,95
809010,5,100
809011,5,75
809012,5,73
809013,5,97
809014,5,80
809015,5,75
809016,5,90
809017,5,100
809018,5,91
809019,5,100
809020,5,100
809021,5,72
810001,6,95
810003,6,55
811001,5,90
811002,30,60
811003,5,73
812001,5,65
812002,5,100
812003,5,100
812004,5,100
812005,5,65
812006,5,45
812007,24,90
812008,5,70
812009,5,90
812010,5,80
812011,5,100
812012,28,50
813001,5,90
813002,5,94
813003,5,100
813004,5,40
813005,5,94
813006,5,90
813007,5,87
813009,5,76
814001,5,95
814002,5,90
814003,5,100
814004,5,50
814005,24,90
814006,5,85
815001,5,99
815002,5,64
815003,24,60
815004,5,100
815005,5,100
815006,24,56
815007,5,100
815008,5,100
816001,27,49
816003,5,44
816004,5,96
816005,5,78
816006,5,79
816007,5,98
816008,5,54
816009,5,79
816010,5,97
816011,5,96
816012,5,85
816013,5,92
816014,5,90
816015,5,89
816016,5,6
816017,5,87
816018,5,80
816019,5,81
816020,5,64
817001,5,95
817002,5,100
817003,5,93
818001,5,90
818002,24,70
818003,27,45
818004,5,60
818005,27,40
818006,5,50
819001,5,76
819002,24,55
820001,5,97
820002,5,95
820003,5,100
820004,5,90
820005,30,8
821001,5,98
821002,5,70
821003,5,97
821004,5,98
821005,5,89
821006,14,34
821007,5,96
821008,5,78
821009,5,88
822001,6,81
822002,5,77
822003,6,74
822004,6,50
822005,6,83
822006,6,88
822007,6,81
823001,5,90
823002,5,100
823003,5,100
823004,5,100
823005,5,100
823006,5,100
823007,24,50
823008,5,100
824001,5,91
824002,5,95
824003,25,52
824004,24,50
824005,5,96
824006,5,100
824007,5,84
824008,5,33
825001,5,81
825002,5,96
825003,5,100
825004,5,10
825005,5,95
825006,5,83
825007,6,94
825008,5,97
825009,6,100
825010,6,100
825011,6,100
825012,5,95
825013,5,97
825014,6,100
825015,6,96
825016,5,95
825017,5,44
826001,5,81
826002,5,55
826003,5,88
826004,5,88
826005,5,83
826006,5,96
826007,5,94
826008,5,92
826009,5,79
826010,5,91
826011,5,100
826012,30,49
826013,5,96
826014,30,14
826015,5,87
826016,5,86
826017,5,96
826018,5,97
826019,5,94
826020,6,82
826021,5,76
826022,5,100
826023,5,26
826024,5,80
826025,5,83
827001,24,16
827002,24,51
827003,5,100
827004,5,68
827005,30,49
827006,5,85
828001,5,100
828002,24,50
828003,5,100
828004,5,100
828005,5,95
828006,5,100
828007,24,80
828008,5,100
828009,24,50
828010,5,100
828011,5,95
828012,5,95
828013,5,100
828014,5,95
828015,24,50
828016,5,95
828017,5,100
828018,5,100
828019,5,90
828020,5,60
828021,5,80
829001,24,50
829002,5,100
829003,5,100
829004,5,100
829005,5,100
830001,5,70
830002,5,50
830003,5,52
830004,5,81
830005,30,73
830006,5,96
830007,5,85
830009,30,80
830010,5,79
830011,5,71
830012,5,60
830013,5,95
830014,5,89
830015,5,87
830016,5,85
830017,5,92
830018,5,95
830019,5,92
830020,5,89
830021,5,98
830022,5,91
831001,6,78
831002,6,80
831003,6,93
832001,6,90
832002,6,96
832003,6,93
832004,24,22
832005,5,95
832006,5,68
832007,5,57
832008,5,54
832009,6,95
832010,5,49
832011,5,88
832012,5,90
832013,6,95
832014,5,95
832015,5,63
832016,6,93
832017,6,100
832018,5,36
832019,5,95
832020,5,100
832021,5,15
833001,27,54
833002,5,86
833003,5,83
833004,5,50
833005,5,70
833006,27,66
833007,24,80
833008,5,80
833009,5,50
833010,5,50
833011,5,80
834001,5,71
834002,5,96
834003,5,57
834004,5,69
835001,5,72
836001,6,90
837001,5,82
837002,6,85
837003,6,100
837004,6,79
837005,6,73
838001,6,100
